customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,income_missing,join_year,join_month,join_weekday,debt_to_income_ratio,avg_monthly_transactions,income_bins,credit_score_binary,income_quantile_bin,log_spending_ratio,sqrt_spending_ratio,boxcox_income,yeojohnson_loan
253,32.0,2,South,0.0,Salaried,838284.16,343068.62,Education,631.0,1,277,11.0,2020-06-29,0,0,2020,6,0,0.40925098715929453,46.166666666666664,4.0,0.0,3,2.4849066497880004,3.3166247903554,337.7485893211797,0.3298044895736657
254,51.0,2,East,3.0,Unemployed,690375.88,280719.37,Other,529.0,1,232,78.68,2019-04-03,1,0,2019,4,2,0.40661815995077927,38.666666666666664,3.0,0.0,2,4.378018613276343,8.870174744614674,315.33484254528685,-0.02356909197822916
255,50.0,0,West,3.0,Salaried,933951.42,278874.85,Home,666.0,2,92,36.04,2025-12-04,0,0,2025,12,3,0.298596740716985,15.333333333333334,4.0,0.0,3,3.6119984097779785,6.003332407921453,350.9035361499593,-0.034535254869441284
256,56.0,2,South,3.0,Self-Employed,438077.99,508869.8,Car,659.0,4,67,11.05,2018-05-28,0,0,2018,5,0,1.1615963632411663,11.166666666666666,1.0,0.0,0,2.489064659936664,3.3241540277189325,268.4254016341265,1.1489533969291783
257,39.0,0,East,3.0,Self-Employed,744209.54,20000.0,Business,578.0,1,212,90.46,2022-06-02,1,0,2022,6,3,0.026874151599830337,35.333333333333336,3.0,0.0,2,4.515901718229909,9.511046209539726,323.82407015874384,-2.345752919568632
258,58.0,2,North,2.0,Self-Employed,611064.85,307436.78,Education,667.0,2,145,60.66,2020-02-27,0,0,2020,2,3,0.5031164531882337,24.166666666666668,2.0,0.0,2,4.121635422458004,7.788452991448302,302.00592162531836,0.13178605221116932
259,25.0,2,East,2.0,Salaried,626790.06,479503.62,Business,701.0,1,132,21.95,2023-11-08,0,0,2023,11,2,0.7650147164107867,22.0,2.0,1.0,2,3.133317936506554,4.685082710048992,304.7343215943742,1.0138108544646434
260,26.0,1,North,0.0,Salaried,889527.71,132787.84,Business,687.0,0,253,43.61,2022-12-28,0,0,2022,12,2,0.1492790370746292,42.166666666666664,4.0,0.0,3,3.797958049140173,6.603786792439623,344.9094613914359,-1.0463129219986902
261,55.0,1,East,1.0,Unemployed,535300.98,539797.08,Home,724.0,0,189,41.86,2025-10-02,0,0,2025,10,3,1.0083992000164095,31.5,1.0,1.0,1,3.7579389900454307,6.469930447848725,288.1781135051858,1.2875342634980684
262,42.0,2,East,0.0,Self-Employed,526129.92,335936.48,Education,752.0,4,128,92.51,2025-04-14,1,0,2025,4,0,0.6385048012475701,21.333333333333332,1.0,1.0,1,4.5380683824473556,9.61821189203066,286.4198439320018,0.290939083572253
263,41.0,2,West,0.0,Self-Employed,1507593.75,1285765.84,Other,818.0,3,128,26.54,2022-10-19,0,0,2022,10,2,0.8528596248160355,21.333333333333332,4.0,1.0,3,3.315639493300509,5.151698748956503,415.5829335917661,3.9423588663184095
264,33.0,0,East,0.0,Unemployed,1157825.04,110781.77,Other,610.0,3,299,94.98,2022-06-29,1,0,2022,6,2,0.09568092429578134,49.833333333333336,4.0,0.0,3,4.564139836430099,9.745768312452334,378.58866985609455,-1.2367727947481486
265,37.0,1,South,3.0,Salaried,548678.23,650124.54,Home,703.0,2,27,13.35,2019-10-13,0,0,2019,10,6,1.1848921725944914,4.5,2.0,1.0,1,2.66374994220563,3.653765181289022,290.7080574312951,1.7549399558453047
266,31.0,0,East,0.0,Self-Employed,824866.24,378564.03,Other,701.0,0,110,87.3,2025-04-10,1,0,2025,4,3,0.45893990036493676,18.333333333333332,4.0,1.0,3,4.480740107609915,9.343446901438462,335.8268039797509,0.5180458701893251
267,39.0,1,West,0.0,Unemployed,451348.54,20000.0,Education,625.0,2,89,22.65,2017-02-04,0,0,2017,2,5,0.0443116532513875,14.833333333333334,1.0,0.0,1,3.1633631149379418,4.759201613716317,271.2791984114195,-2.345752919568632
268,53.0,1,South,2.0,Unemployed,618918.07,163595.28,Education,682.0,2,247,34.29,2018-04-22,0,0,2018,4,6,0.2643246140801803,41.166666666666664,2.0,0.0,2,3.5635996376871786,5.85576638878294,303.3741200124581,-0.8021635254873838
269,24.0,0,East,0.0,Salaried,146281.74,590458.4,Car,739.0,3,111,80.34,2026-03-27,1,0,2026,3,4,4.036446380799135,18.5,0.0,1.0,0,4.398637900479079,8.963258336118624,181.80685820375288,1.5070353543769601
270,39.0,2,West,0.0,Salaried,646854.97,284002.31,Home,791.0,1,244,85.91,2018-11-04,1,0,2018,11,6,0.4390509823245232,40.666666666666664,3.0,1.0,2,4.464873100449369,9.268764750493995,308.1518935918904,-0.004131106604622103
271,41.0,1,South,3.0,Self-Employed,324429.92,172512.07,Business,737.0,2,73,54.81,2018-12-06,0,0,2018,12,3,0.531739088675915,12.166666666666666,0.0,1.0,0,4.021953064800342,7.40337760755184,241.30886470797864,-0.735463394639668
272,55.0,0,South,2.0,Self-Employed,384411.91,471808.38,Education,637.0,1,76,77.44,2022-12-22,1,0,2022,12,3,1.2273510984610234,12.666666666666666,0.0,0.0,0,4.362334001328145,8.8,256.274422817196,0.9777858737520021
273,21.0,2,North,0.0,Salaried,466096.67,428492.57,Car,721.0,1,207,65.98,2026-03-13,0,0,2026,3,4,0.9193212429515963,34.5,1.0,1.0,1,4.204394067366058,8.122807396460907,274.3875298760504,0.7698570503590059
274,34.0,2,North,0.0,Self-Employed,778914.56,352717.23,Business,765.0,0,284,71.47,2024-06-28,0,0,2024,6,4,0.4528317329181778,47.333333333333336,3.0,1.0,3,4.28317268312119,8.45399313933954,329.08726217567835,0.3818084825534945
275,52.0,2,West,3.0,Unemployed,189933.34,55116.24,Business,664.0,0,207,59.05,2021-05-29,0,0,2021,5,5,0.2901872836017099,34.5,0.0,0.0,0,4.095177548525992,7.684399781375251,199.51487145862464,-1.8163822698016197
276,36.0,0,East,1.0,Unemployed,462890.08,20000.0,Home,697.0,0,181,77.53,2021-10-19,1,0,2021,10,1,0.04320680192584814,30.166666666666668,1.0,0.0,1,4.363480717386783,8.805112151472008,273.71719899988597,-2.345752919568632
277,47.0,0,West,0.0,Self-Employed,308497.78,289283.15,Other,758.0,2,234,88.98,2020-04-03,1,0,2020,4,4,0.9377154999300157,39.0,0.0,1.0,0,4.499587423413026,9.432921074619463,237.03537539886094,0.026925197506669638
278,43.0,0,East,0.0,Self-Employed,593744.21,308932.95,Business,683.0,2,288,61.3,2018-05-04,0,0,2018,5,4,0.5203132001910385,48.0,2.0,0.0,1,4.131961425793407,7.829431652425353,298.947413343432,0.14030233412255907
279,48.0,2,North,0.0,Salaried,386331.76,350255.57,Education,680.0,3,179,54.73,2020-01-04,0,0,2020,1,5,0.906618627471891,29.833333333333332,0.0,0.0,0,4.020518601581445,7.397972695272672,256.72750095236233,0.36860217416225505
280,38.0,1,South,2.0,Self-Employed,850927.38,184952.01,Education,597.0,2,78,75.9,2016-12-18,1,0,2016,12,6,0.2173534597041642,13.0,4.0,0.0,3,4.3425058765115985,8.712060605849802,339.5412250469346,-0.6449504797509468
281,43.0,1,North,3.0,Self-Employed,593744.21,251366.28,Business,683.0,1,260,53.45,2025-07-27,0,0,2025,7,6,0.42335786314446755,43.333333333333336,2.0,0.0,1,3.9972828493789696,7.310950690573696,298.947413343432,-0.20214730849202237
282,21.0,1,South,3.0,Unemployed,833970.39,404081.77,Car,807.0,3,176,89.13,2019-12-26,1,0,2019,12,3,0.48452771806442674,29.333333333333332,4.0,1.0,3,4.501253072568319,9.440868604106297,337.13294105855266,0.6484961604605771
283,43.0,2,East,0.0,Self-Employed,646225.2,142055.24,Home,696.0,4,198,17.59,2020-10-05,0,0,2020,10,0,0.2198231204849331,33.0,3.0,0.0,2,2.922623801733353,4.194043395102153,308.0456818531596,-0.9704101837726136
284,63.0,0,North,3.0,Salaried,864985.14,20000.0,Education,669.0,2,42,31.61,2022-12-23,0,0,2022,12,4,0.023121784496783378,7.0,4.0,0.0,3,3.484618989801228,5.622277118748239,341.5142322509989,-2.345752919568632
285,62.0,2,West,3.0,Unemployed,647876.73,310255.59,Business,595.0,0,230,64.75,2018-07-14,1,0,2018,7,5,0.4788805889046208,38.333333333333336,3.0,0.0,2,4.185859671057874,8.04673846971554,308.324072334891,0.14781541701702752
286,64.0,0,North,3.0,Salaried,864621.14,299473.8,Education,602.0,3,275,41.34,2019-05-14,0,0,2019,5,1,0.3463641890597308,45.833333333333336,4.0,0.0,3,3.745732265706719,6.4296189622714035,341.4634084472698,0.08614268663965968
287,29.0,1,West,2.0,Salaried,654979.29,101085.74,Business,809.0,4,192,13.05,2017-12-27,0,0,2017,12,2,0.15433425383572053,32.0,3.0,1.0,2,2.642622395779755,3.6124783736376886,309.51609304488227,-1.326070814954646
288,63.0,1,South,3.0,Unemployed,444593.21,356461.43,Business,607.0,3,84,85.67,2023-04-08,1,0,2023,4,5,0.8017698470923565,14.0,1.0,0.0,0,4.462107803146254,9.255808986793104,269.8333936301449,0.40181603397257876
289,22.0,2,North,3.0,Self-Employed,463971.5,275581.06,Education,683.0,2,184,87.44,2018-07-23,1,0,2018,7,0,0.5939611808052865,30.666666666666668,1.0,0.0,1,4.482324355989245,9.350935782048767,273.9436035859523,-0.05419929440968749
290,45.0,1,East,1.0,Salaried,349453.14,267294.62,Other,468.0,2,43,71.61,2018-09-27,1,0,2018,9,3,0.764894028423954,7.166666666666667,0.0,0.0,0,4.285102653392156,8.462269199216012,247.75393947951088,-0.10414322612486833
291,50.0,2,North,1.0,Self-Employed,605616.47,382067.87,Education,585.0,4,200,16.49,2023-07-24,1,0,2023,7,0,0.630874305647599,33.333333333333336,2.0,0.0,2,2.8616292890305104,4.060788100849391,301.0499755507337,0.5361875914147767
292,32.0,2,South,1.0,Salaried,878580.42,131017.98,Car,642.0,2,74,54.03,2023-06-04,0,0,2023,6,6,0.1491246299342751,12.333333333333334,4.0,0.0,3,4.007878491071668,7.35051018637482,343.40262277216397,-1.0610769173700072
293,49.0,0,South,1.0,Unemployed,641190.21,307633.16,Car,693.0,3,214,70.36,2018-04-17,0,0,2018,4,1,0.47978455566250766,35.666666666666664,3.0,0.0,2,4.267737488271754,8.388086790204307,307.19409599335984,0.13290492055447636
294,25.0,2,North,1.0,Unemployed,660988.3,284511.79,Business,548.0,2,109,94.17,2017-06-11,1,0,2017,6,6,0.4304339274991705,18.166666666666668,3.0,0.0,2,4.555664766084252,9.704122835166505,310.5180460114058,-0.0011236130754893744
295,46.0,0,West,2.0,Unemployed,1131608.9,364946.5,Education,747.0,2,218,21.97,2026-03-23,0,0,2026,3,0,0.3225023239036031,36.333333333333336,4.0,1.0,3,3.134189016701007,4.6872166581031856,375.53748523720975,0.4468096910898766
296,58.0,1,West,0.0,Self-Employed,1095394.79,230939.01,Business,749.0,3,68,90.53,2016-05-12,1,0,2016,5,3,0.2108271940931908,11.333333333333334,4.0,1.0,3,4.516666787396688,9.514725429564429,371.24622811439133,-0.3320263897700159
297,40.0,2,East,2.0,Unemployed,534255.3,24643.31,Home,706.0,0,260,89.1,2025-03-14,1,0,2025,3,4,0.04612646800134692,43.333333333333336,1.0,1.0,1,4.500920164614292,9.439279633531363,287.9786293142277,-2.2594378961169914
298,41.0,0,North,2.0,Self-Employed,754981.58,174728.56,Business,847.0,0,245,30.56,2020-05-13,0,0,2020,5,2,0.2314342026728652,40.833333333333336,3.0,1.0,2,3.4518904959776733,5.528109984434101,325.47445380802094,-0.719126164637193
299,37.0,1,North,2.0,Self-Employed,626923.75,361767.94,Home,575.0,3,254,67.32,2021-03-18,1,0,2021,3,3,0.5770525362932892,42.333333333333336,2.0,0.0,2,4.224202549480315,8.204876598706406,304.7573258432782,0.4300105489536687
300,43.0,2,North,3.0,Self-Employed,593744.21,235613.34,Other,683.0,4,109,54.42,2025-02-11,0,0,2025,2,1,0.3968263370517752,18.166666666666668,2.0,0.0,1,4.014940539434832,7.376991256603196,298.947413343432,-0.30186415750733003
301,37.0,2,North,3.0,Unemployed,494055.9,57395.56,Car,622.0,2,78,40.18,2025-08-08,0,0,2025,8,4,0.11617219832816487,13.0,1.0,0.0,1,3.717952701599643,6.338769596696191,280.1093004175413,-1.788471662504648
302,56.0,0,West,1.0,Salaried,639263.65,304002.16,Business,725.0,2,27,75.71,2021-09-23,1,0,2021,9,3,0.47555051816257654,4.5,2.0,1.0,2,4.3400320779712045,8.701149349367588,306.8671015412809,0.11216510139559988
303,48.0,1,East,0.0,Unemployed,779939.49,106009.06,Car,603.0,3,93,76.68,2021-01-17,1,0,2021,1,6,0.1359195955060565,15.5,3.0,0.0,3,4.35259782398307,8.756711711595855,329.24036105860705,-1.2802682051576375
304,49.0,1,South,3.0,Self-Employed,718101.57,112438.84,Other,728.0,3,120,30.89,2022-08-19,0,0,2022,8,4,0.15657790582465933,20.0,3.0,1.0,2,3.4622924810219664,5.5578772926361015,319.75865655616064,-1.2218695104166908
305,23.0,2,South,2.0,Self-Employed,1124930.45,262946.14,Education,651.0,3,112,50.93,2020-07-02,0,0,2020,7,3,0.23374435281754533,18.666666666666668,4.0,0.0,3,3.9498966578562276,7.1365257653847225,374.7528873816027,-0.1306313158589985
306,24.0,0,West,2.0,Unemployed,438114.55,512940.45,Other,631.0,5,200,40.48,2017-09-18,1,0,2017,9,0,1.170790721285107,33.333333333333336,1.0,0.0,0,3.7252113833613265,6.362389488234746,268.433340355102,1.1674060835087607
307,39.0,1,East,0.0,Self-Employed,399006.9,411913.22,Home,593.0,3,95,74.5,2021-12-20,1,0,2021,12,0,1.0323461072978937,15.833333333333334,0.0,0.0,0,4.324132656254979,8.631338250816034,259.6827098061004,0.6877820882180085
308,61.0,2,West,2.0,Self-Employed,777105.26,267307.19,Other,591.0,6,128,60.25,2022-01-09,1,0,2022,1,6,0.34397809892574915,21.333333333333332,3.0,0.0,3,4.114963849424837,7.762087348130012,328.8166784587689,-0.10406694043446543
309,47.0,1,East,0.0,Unemployed,786525.25,56244.6,Car,687.0,1,214,18.08,2022-12-31,0,0,2022,12,5,0.07151022805688692,35.666666666666664,3.0,0.0,3,2.9486406660201405,4.252058325093859,330.2210055826372,-1.802501666751156
310,43.0,0,East,3.0,Salaried,520860.41,228214.91,Other,756.0,3,200,34.01,2022-12-11,0,0,2022,12,6,0.43814984901616927,33.333333333333336,1.0,1.0,1,3.555633734966574,5.831809324729333,285.4005598452975,-0.3497311771979672
311,59.0,2,North,2.0,Unemployed,558200.96,399924.91,Business,813.0,1,157,27.05,2021-07-17,0,0,2021,7,5,0.716453282344767,26.166666666666668,2.0,1.0,1,3.3339886319687055,5.200961449578338,292.4847160994338,0.6275042398256842
312,56.0,2,East,1.0,Unemployed,1208602.16,136913.11,Other,593.0,1,57,72.2,2020-08-24,1,0,2020,8,0,0.11328219866825325,9.5,4.0,0.0,3,4.293195420967266,8.497058314499201,384.373167659474,-1.0122404668780276
313,43.0,1,West,2.0,Self-Employed,593744.21,369388.69,Education,683.0,3,66,78.57,2023-08-27,1,0,2023,8,6,0.6221343867925887,11.0,2.0,0.0,1,4.3766371373894435,8.863972021616494,298.947413343432,0.4701772922192722
314,51.0,0,South,1.0,Self-Employed,430608.84,405804.78,Business,619.0,1,291,16.67,2017-01-09,0,0,2017,1,0,0.9423976990346971,48.5,1.0,0.0,0,2.871868286331605,4.0828911325187205,266.7944263943875,0.6571687392135382
315,58.0,1,South,1.0,Salaried,633314.31,37616.99,Home,742.0,3,142,74.52,2024-01-30,0,0,2024,1,1,0.05939703146767676,23.666666666666668,2.0,1.0,2,4.324397521837245,8.632496741962894,305.85326471861055,-2.0510673845215788
316,52.0,0,North,0.0,Unemployed,251166.57,406959.18,Education,756.0,2,213,69.26,2017-10-28,0,0,2017,10,5,1.620276058234979,35.5,0.0,1.0,0,4.252202646837681,8.322259308625274,220.34912534562798,0.6629700073536768
317,21.0,2,South,3.0,Salaried,495555.05,441335.72,Car,650.0,1,82,75.0,2020-01-26,0,0,2020,1,6,0.8905886843449582,13.666666666666666,1.0,0.0,1,4.330733340286331,8.660254037844387,280.41008998017645,0.8324572609603723
318,60.0,1,South,3.0,Salaried,485067.32,272564.75,Business,522.0,3,62,81.31,2025-06-25,1,0,2025,6,2,0.5619111796688344,10.333333333333334,1.0,0.0,1,4.410492606984553,9.017205775626948,278.29328444240565,-0.07229982977113894
319,55.0,0,South,3.0,Unemployed,3607659.6,1948737.56,Education,684.0,3,32,91.73,2021-07-30,1,0,2021,7,4,0.5401666942191553,5.333333333333333,4.0,0.0,3,4.529692044812134,9.577577981932594,565.3596463768089,5.739224399385993
320,43.0,2,West,1.0,Self-Employed,593744.21,328074.6,Car,683.0,2,41,67.18,2024-09-06,0,0,2024,9,4,0.5525520829921019,6.833333333333333,2.0,0.0,1,4.222151266709757,8.196340646898468,298.947413343432,0.24766389942157493
321,31.0,0,West,1.0,Self-Employed,548712.94,229438.67,Other,682.0,1,132,11.68,2025-11-11,0,0,2025,11,1,0.41813971072014455,22.0,2.0,0.0,1,2.5400259490090797,3.4176014981270124,290.71456950188065,-0.34176586511461615
322,61.0,0,West,2.0,Self-Employed,625465.18,245024.84,Other,577.0,4,52,34.29,2017-02-27,1,0,2017,2,0,0.3917481705376468,8.666666666666666,2.0,0.0,2,3.5635996376871786,5.85576638878294,304.506174976151,-0.24194050708152756
323,40.0,2,West,1.0,Salaried,320868.89,485371.74,Other,667.0,4,147,73.83,2020-09-09,0,0,2020,9,2,1.512679337657197,24.5,0.0,0.0,0,4.315218874092267,8.592438536294571,240.36571941193912,1.0411075527573235
324,22.0,1,East,0.0,Unemployed,462928.18,155436.16,Business,603.0,2,176,93.05,2024-04-26,1,0,2024,4,4,0.3357673322025892,29.333333333333332,1.0,0.0,1,4.54382655574704,9.646242791885346,273.72518139655506,-0.8646459614682542
325,55.0,0,North,0.0,Self-Employed,978399.49,207995.88,Home,628.0,2,285,53.93,2026-01-28,0,0,2026,1,2,0.21258788677414378,47.5,4.0,0.0,3,4.006059647354529,7.343704787094863,356.7183591441936,-0.48424115799674045
326,40.0,1,East,3.0,Unemployed,1025380.27,161721.03,Car,599.0,3,176,88.67,2019-12-05,1,0,2019,12,3,0.1577181019876655,29.333333333333332,4.0,0.0,3,4.4961362649639565,9.416474924301557,362.6809435721323,-0.8163899883963165
327,30.0,0,North,1.0,Self-Employed,463329.98,259251.73,Education,813.0,2,153,31.33,2020-11-10,0,0,2020,11,1,0.5595401575352409,25.5,1.0,1.0,1,3.4759955917373415,5.597320787662611,273.8093372476322,-0.15329064943417864
328,21.0,1,West,0.0,Self-Employed,935115.26,592300.64,Other,635.0,2,277,83.62,2025-06-28,1,0,2025,6,5,0.633398539555434,46.166666666666664,4.0,0.0,3,4.438170645291922,9.144397191723465,351.05805845791224,1.5148539704595558
329,43.0,0,South,3.0,Self-Employed,593744.21,148953.08,Education,683.0,1,267,59.94,2022-06-11,1,0,2022,6,5,0.2508707916494882,44.5,2.0,0.0,1,4.109889773557563,7.742092740338364,298.947413343432,-0.9153539455707769
330,56.0,1,North,2.0,Salaried,726770.31,224486.84,Education,668.0,3,102,91.39,2024-06-14,1,0,2024,6,4,0.3088827885663078,17.0,3.0,0.0,2,4.526018747682654,9.559811713627,321.11900132194177,-0.37411610199133377
331,45.0,1,South,0.0,Self-Employed,789476.35,518866.07,Business,613.0,3,263,73.61,2025-10-31,0,0,2025,10,4,0.6572281360929938,43.833333333333336,3.0,0.0,3,4.312274546483423,8.579627031520658,330.65870591562583,1.1941500729295358
332,63.0,2,South,3.0,Self-Employed,774396.65,59180.24,Other,644.0,2,267,29.48,2019-06-08,0,0,2019,6,5,0.0764210950550987,44.5,3.0,0.0,3,3.4170707308184456,5.429548784199291,328.41083582600606,-1.7669648793775803
333,53.0,1,North,0.0,Self-Employed,276934.33,403456.17,Car,639.0,2,66,12.51,2022-11-14,0,0,2022,11,0,1.4568658569704953,11.0,0.0,0.0,0,2.6034301519721073,3.5369478367654787,228.1255915520917,0.6453431525242753
334,53.0,1,West,0.0,Self-Employed,665871.8,195209.27,Car,610.0,1,80,46.11,2016-11-30,0,0,2016,11,2,0.2931634437740117,13.333333333333334,3.0,0.0,2,3.85248529271195,6.790434448545984,311.32798156878414,-0.572363386087769
335,62.0,0,North,0.0,Salaried,454986.69,335910.68,Business,719.0,2,110,54.32,2016-05-27,0,0,2016,5,4,0.7382868276872011,18.333333333333332,1.0,1.0,1,4.013134506796558,7.370210309075311,272.0520355325737,0.29079781980569847
336,63.0,2,West,0.0,Salaried,718000.57,93593.66,Business,652.0,5,206,48.62,2019-02-05,1,0,2019,2,1,0.130353183424353,34.333333333333336,3.0,0.0,2,3.9043939782636548,6.972804313904127,319.74274442186623,-1.397746265424389
337,42.0,2,North,1.0,Unemployed,863666.64,365412.29,Car,850.0,1,37,80.1,2018-01-03,1,0,2018,1,2,0.42309413502413384,6.166666666666667,4.0,1.0,3,4.395682961121367,8.949860334105779,341.3300695713981,0.4492659124647684
338,44.0,0,West,0.0,Unemployed,586776.0,369837.6,Education,787.0,1,154,14.77,2018-02-10,0,0,2018,2,5,0.6302875373225898,25.666666666666668,2.0,1.0,1,2.758109400974947,3.8431757701151272,297.70061320865386,0.47253166953241
339,48.0,1,West,1.0,Unemployed,476719.29,516544.8,Home,579.0,1,152,76.85,2026-02-08,1,0,2026,2,6,1.0835407981917409,25.333333333333332,1.0,0.0,1,4.354783898280007,8.766413177577247,276.5870064024576,1.1836900018405616
340,32.0,2,East,0.0,Unemployed,803301.3,418555.78,Other,707.0,2,88,10.68,2023-09-30,0,0,2023,9,5,0.5210445694535786,14.666666666666666,4.0,1.0,3,2.457877977400081,3.2680269276736382,332.6951671024328,0.7208410978415637
341,25.0,2,North,3.0,Self-Employed,624901.44,51036.66,Home,508.0,3,51,78.79,2022-10-19,1,0,2022,10,2,0.08167153527442665,8.5,2.0,0.0,2,4.379398183320189,8.87637313321156,304.40900280650163,-1.8676695158023808
342,55.0,2,West,2.0,Self-Employed,733208.33,128169.27,Home,570.0,3,156,16.6,2018-07-02,1,0,2018,7,0,0.1748060745572817,26.0,3.0,0.0,2,2.8678989020441064,4.0743097574926725,322.12248638836775,-1.0850305629356207
343,57.0,0,North,2.0,Salaried,677065.21,20000.0,Home,702.0,2,233,35.16,2019-11-15,0,0,2019,11,4,0.029539252208808663,38.833333333333336,3.0,1.0,2,3.5879535355239756,5.929586832149437,313.16998182551214,-2.345752919568632
344,22.0,2,East,1.0,Salaried,654457.97,539210.1,Education,628.0,2,266,10.17,2016-08-08,0,0,2016,8,0,0.8239033287347697,44.333333333333336,3.0,0.0,2,2.413231613081109,3.189043743820395,309.42888630093506,1.2849379039474182
345,56.0,2,East,1.0,Unemployed,965434.53,324157.72,Business,709.0,2,141,40.11,2018-02-12,0,0,2018,2,0,0.33576354473254644,23.5,4.0,1.0,3,3.716251400909787,6.3332456134276045,355.04028348551674,0.2259294449500337
346,39.0,2,West,1.0,Salaried,140373.29,261773.72,Home,652.0,1,66,43.24,2024-08-23,0,0,2024,8,4,1.8648399563763163,11.0,0.0,0.0,0,3.7896293572140793,6.575712889109439,179.1563346443775,-0.1378066268888679
347,43.0,2,West,0.0,Self-Employed,593744.21,181511.1,Car,683.0,4,160,83.99,2020-07-07,1,0,2020,7,1,0.30570588637824364,26.666666666666668,2.0,0.0,1,4.442533602510535,9.164605828948673,298.947413343432,-0.6697046984778379
348,59.0,1,South,0.0,Self-Employed,609558.36,293669.79,Education,834.0,4,26,75.7,2018-07-18,1,0,2018,7,2,0.4817746901215496,4.333333333333333,2.0,1.0,2,4.33990170837321,8.700574693662482,301.7421557240879,0.0525291158164261
349,29.0,2,West,3.0,Self-Employed,525080.84,292469.31,Home,850.0,2,44,72.16,2022-09-04,0,0,2022,9,6,0.5569986328200435,7.333333333333333,1.0,1.0,1,4.292648823522665,8.49470423263812,286.21745010254074,0.045539380552778244
350,49.0,2,South,2.0,Self-Employed,322008.24,486674.71,Home,690.0,3,252,55.18,2023-03-13,0,0,2023,3,0,1.5113734667162555,42.0,0.0,0.0,0,4.0285608216760975,7.428324171709256,240.66821447716984,1.0471483675213369
351,38.0,2,East,2.0,Salaried,683431.97,255358.36,Education,672.0,0,49,65.06,2018-02-11,0,0,2018,2,6,0.373641227231439,8.166666666666666,3.0,0.0,2,4.190563419962643,8.065977932030313,314.2088932802828,-0.17732824902951566
352,60.0,0,West,3.0,Self-Employed,855846.4,293576.49,Education,684.0,0,41,50.74,2026-01-06,0,0,2026,1,1,0.34302474135545813,6.833333333333333,4.0,0.0,3,3.946231176757883,7.123201527403251,340.2340005036788,0.05198634296919126
353,60.0,1,West,3.0,Self-Employed,448324.93,331692.55,Other,776.0,3,22,39.79,2025-01-21,0,0,2025,1,1,0.7398485513620667,3.6666666666666665,1.0,1.0,1,3.708436953329467,6.307931515164063,270.63382183970947,0.2676360136453741
354,29.0,0,North,3.0,Salaried,477024.39,271984.21,Business,630.0,4,254,80.67,2019-08-30,1,0,2019,8,4,0.5701683513499174,42.333333333333336,1.0,0.0,1,4.402686737370185,8.981647955692763,276.6497068038861,-0.07579391871555081
355,49.0,2,South,2.0,Self-Employed,667133.5,526951.39,Home,791.0,3,230,62.74,2018-06-12,0,0,2018,6,1,0.7898739757484822,38.333333333333336,3.0,1.0,2,4.15481230898919,7.920858539325141,311.53660897332924,1.2304204989688836
356,41.0,1,East,2.0,Self-Employed,703662.0,536705.63,Business,591.0,2,234,61.46,2020-10-17,1,0,2020,10,5,0.7627321498105625,39.0,3.0,0.0,2,4.134526351854933,7.839642849007856,317.46884854145964,1.2738456749143372
357,36.0,2,West,1.0,Unemployed,796031.9,346588.69,Business,829.0,1,288,70.59,2020-09-16,0,0,2020,9,2,0.4353954784977838,48.0,4.0,1.0,3,4.270955399408094,8.401785524517988,331.6272227635229,0.3488523363161936
358,30.0,0,West,0.0,Unemployed,877482.4,205453.13,Education,599.0,1,113,83.83,2023-02-28,1,0,2023,2,1,0.23413931721023692,18.833333333333332,4.0,0.0,3,4.440649253819643,9.155872432488342,343.250814601241,-0.5015664491897038
359,23.0,2,West,2.0,Unemployed,256906.35,304656.73,Home,697.0,4,258,64.12,2020-04-02,0,0,2020,4,3,1.1858668732789204,43.0,0.0,0.0,0,4.176231721694285,8.00749648766704,222.12465874103412,0.1159121333089434
360,56.0,1,West,2.0,Unemployed,480165.78,86699.02,Car,768.0,1,129,28.59,2021-09-06,0,0,2021,9,0,0.1805605972170695,21.5,1.0,1.0,1,3.3874364664121184,5.34696175411794,277.2937775641294,-1.4660265758411497
361,42.0,1,South,3.0,Salaried,753506.41,379258.92,Car,707.0,3,276,49.44,2022-04-01,0,0,2022,4,4,0.5033254063492306,46.0,3.0,1.0,2,3.9207845110967185,7.031358332498778,325.24935057292146,0.5216497724157593
362,45.0,1,South,2.0,Self-Employed,593036.11,352447.51,Business,554.0,0,197,76.62,2021-04-27,1,0,2021,4,1,0.5943103700717314,32.833333333333336,2.0,0.0,1,4.35182512594076,8.753285097607641,298.82115035170625,0.38036351868979923
363,32.0,2,North,1.0,Unemployed,767685.24,256161.04,Business,642.0,1,195,80.27,2025-01-25,1,0,2025,1,5,0.333679777404604,32.5,3.0,0.0,3,4.397776944765114,8.959352655186645,327.4012491858277,-0.1723590822348383
364,55.0,0,East,3.0,Salaried,761157.06,474209.82,Other,615.0,4,272,37.04,2024-03-11,0,0,2024,3,0,0.6230117868183472,45.333333333333336,3.0,0.0,3,3.6386382376771897,6.086049621881176,326.4137119662861,0.9890563444100846
365,44.0,1,East,3.0,Self-Employed,590173.18,279825.48,Education,706.0,2,185,11.46,2025-09-09,0,0,2025,9,1,0.47414130204967964,30.833333333333332,2.0,1.0,1,2.522523513359307,3.3852621759621515,298.30965409571684,-0.02887944026561165
