customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
248,60.0,Female,West,Graduate,Unemployed,935112.61,252141.91,Other,616.0,5,65,24.04,2024-03-21,1
249,43.0,Male,West,Secondary,Unemployed,149215.08,62379.61,Home,701.0,4,27,83.34,2018-02-18,1
250,50.0,Other,East,Post-Graduate,Unemployed,727181.26,421605.55,Home,722.0,0,165,19.73,2017-03-10,0
251,49.0,Male,West,Post-Graduate,Self-Employed,746982.44,462839.05,Home,695.0,3,60,90.05,2022-01-01,1
252,29.0,Female,West,Primary,Salaried,395345.83,136440.14,Education,792.0,1,229,21.8,2019-08-10,0
253,32.0,Other,South,Primary,Salaried,838284.16,343068.62,Education,631.0,1,277,11.0,2020-06-29,0
254,51.0,Other,East,Post-Graduate,Unemployed,690375.88,280719.37,Other,529.0,1,232,78.68,2019-04-03,1
255,50.0,Female,West,Post-Graduate,Salaried,933951.42,278874.85,Home,666.0,2,92,36.04,2025-12-04,0
256,56.0,Other,South,Post-Graduate,Self-Employed,438077.99,508869.8,Car,659.0,4,67,11.05,2018-05-28,0
257,39.0,Female,East,Post-Graduate,Self-Employed,744209.54,20000.0,Business,578.0,1,212,90.46,2022-06-02,1
258,58.0,Other,North,Graduate,Self-Employed,611064.85,307436.78,Education,667.0,2,145,60.66,2020-02-27,0
259,25.0,Other,East,Graduate,Salaried,626790.06,479503.62,Business,701.0,1,132,21.95,2023-11-08,0
260,26.0,Male,North,Primary,Salaried,889527.71,132787.84,Business,687.0,0,253,43.61,2022-12-28,0
261,55.0,Male,East,Secondary,Unemployed,535300.98,539797.08,Home,724.0,0,189,41.86,2025-10-02,0
262,42.0,Other,East,Primary,Self-Employed,526129.92,335936.48,Education,752.0,4,128,92.51,2025-04-14,1
263,41.0,Other,West,Primary,Self-Employed,1507593.75,1285765.84,Other,818.0,3,128,26.54,2022-10-19,0
264,33.0,Female,East,Primary,Unemployed,1157825.04,110781.77,Other,610.0,3,299,94.98,2022-06-29,1
265,37.0,Male,South,Post-Graduate,Salaried,548678.23,650124.54,Home,703.0,2,27,13.35,2019-10-13,0
266,31.0,Female,East,Primary,Self-Employed,824866.24,378564.03,Other,701.0,0,110,87.3,2025-04-10,1
267,39.0,Male,West,Primary,Unemployed,451348.54,20000.0,Education,625.0,2,89,22.65,2017-02-04,0
268,53.0,Male,South,Graduate,Unemployed,618918.07,163595.28,Education,682.0,2,247,34.29,2018-04-22,0
269,24.0,Female,East,Primary,Salaried,146281.74,590458.4,Car,739.0,3,111,80.34,2026-03-27,1
270,39.0,Other,West,Primary,Salaried,646854.97,284002.31,Home,791.0,1,244,85.91,2018-11-04,1
271,41.0,Male,South,Post-Graduate,Self-Employed,324429.92,172512.07,Business,737.0,2,73,54.81,2018-12-06,0
272,55.0,Female,South,Graduate,Self-Employed,384411.91,471808.38,Education,637.0,1,76,77.44,2022-12-22,1
273,21.0,Other,North,Primary,Salaried,466096.67,428492.57,Car,721.0,1,207,65.98,2026-03-13,0
274,34.0,Other,North,Primary,Self-Employed,778914.56,352717.23,Business,765.0,0,284,71.47,2024-06-28,0
275,52.0,Other,West,Post-Graduate,Unemployed,189933.34,55116.24,Business,664.0,0,207,59.05,2021-05-29,0
276,36.0,Female,East,Secondary,Unemployed,462890.08,20000.0,Home,697.0,0,181,77.53,2021-10-19,1
277,47.0,Female,West,Primary,Self-Employed,308497.78,289283.15,Other,758.0,2,234,88.98,2020-04-03,1
278,,Female,East,Primary,,,308932.95,Business,,2,288,61.3,2018-05-04,0
279,48.0,Other,North,Primary,Salaried,386331.76,350255.57,Education,680.0,3,179,54.73,2020-01-04,0
280,38.0,Male,South,Graduate,Self-Employed,850927.38,184952.01,Education,597.0,2,78,75.9,2016-12-18,1
281,,Male,North,Post-Graduate,,,251366.28,Business,,1,260,53.45,2025-07-27,0
282,21.0,Male,South,Post-Graduate,Unemployed,833970.39,404081.77,Car,807.0,3,176,89.13,2019-12-26,1
283,43.0,Other,East,Primary,Self-Employed,646225.2,142055.24,Home,696.0,4,198,17.59,2020-10-05,0
284,63.0,Female,North,Post-Graduate,Salaried,864985.14,20000.0,Education,669.0,2,42,31.61,2022-12-23,0
285,62.0,Other,West,Post-Graduate,Unemployed,647876.73,310255.59,Business,595.0,0,230,64.75,2018-07-14,1
286,64.0,Female,North,Post-Graduate,Salaried,864621.14,299473.8,Education,602.0,3,275,41.34,2019-05-14,0
287,29.0,Male,West,Graduate,Salaried,654979.29,101085.74,Business,809.0,4,192,13.05,2017-12-27,0
288,63.0,Male,South,Post-Graduate,Unemployed,444593.21,356461.43,Business,607.0,3,84,85.67,2023-04-08,1
289,22.0,Other,North,Post-Graduate,Self-Employed,463971.5,275581.06,Education,683.0,2,184,87.44,2018-07-23,1
290,45.0,Male,East,Secondary,Salaried,349453.14,267294.62,Other,468.0,2,43,71.61,2018-09-27,1
291,50.0,Other,North,Secondary,Self-Employed,605616.47,382067.87,Education,585.0,4,200,16.49,2023-07-24,1
292,32.0,Other,South,Secondary,Salaried,878580.42,131017.98,Car,642.0,2,74,54.03,2023-06-04,0
293,49.0,Female,South,Secondary,Unemployed,641190.21,307633.16,Car,693.0,3,214,70.36,2018-04-17,0
294,25.0,Other,North,Secondary,Unemployed,660988.3,284511.79,Business,548.0,2,109,94.17,2017-06-11,1
295,46.0,Female,West,Graduate,Unemployed,1131608.9,364946.5,Education,747.0,2,218,21.97,2026-03-23,0
296,58.0,Male,West,Primary,Self-Employed,1095394.79,230939.01,Business,749.0,3,68,90.53,2016-05-12,1
297,40.0,Other,East,Graduate,Unemployed,534255.3,24643.31,Home,706.0,0,260,89.1,2025-03-14,1
298,41.0,Female,North,Graduate,Self-Employed,754981.58,174728.56,Business,847.0,0,245,30.56,2020-05-13,0
299,37.0,Male,North,Graduate,Self-Employed,626923.75,361767.94,Home,575.0,3,254,67.32,2021-03-18,1
300,,Other,North,Post-Graduate,,,235613.34,Other,,4,109,54.42,2025-02-11,0
301,37.0,Other,North,Post-Graduate,Unemployed,494055.9,57395.56,Car,622.0,2,78,40.18,2025-08-08,0
302,56.0,Female,West,Secondary,Salaried,639263.65,304002.16,Business,725.0,2,27,75.71,2021-09-23,1
303,48.0,Male,East,Primary,Unemployed,779939.49,106009.06,Car,603.0,3,93,76.68,2021-01-17,1
304,49.0,Male,South,Post-Graduate,Self-Employed,718101.57,112438.84,Other,728.0,3,120,30.89,2022-08-19,0
305,23.0,Other,South,Graduate,Self-Employed,1124930.45,262946.14,Education,651.0,3,112,50.93,2020-07-02,0
306,24.0,Female,West,Graduate,Unemployed,438114.55,512940.45,Other,631.0,5,200,40.48,2017-09-18,1
307,39.0,Male,East,Primary,Self-Employed,399006.9,411913.22,Home,593.0,3,95,74.5,2021-12-20,1
308,61.0,Other,West,Graduate,Self-Employed,777105.26,267307.19,Other,591.0,6,128,60.25,2022-01-09,1
309,47.0,Male,East,Primary,Unemployed,786525.25,56244.6,Car,687.0,1,214,18.08,2022-12-31,0
310,43.0,Female,East,Post-Graduate,Salaried,520860.41,228214.91,Other,756.0,3,200,34.01,2022-12-11,0
311,59.0,Other,North,Graduate,Unemployed,558200.96,399924.91,Business,813.0,1,157,27.05,2021-07-17,0
312,56.0,Other,East,Secondary,Unemployed,1208602.16,136913.11,Other,593.0,1,57,72.2,2020-08-24,1
313,,Male,West,Graduate,,,369388.69,Education,,3,66,78.57,2023-08-27,1
314,51.0,Female,South,Secondary,Self-Employed,430608.84,405804.78,Business,619.0,1,291,16.67,2017-01-09,0
315,58.0,Male,South,Secondary,Salaried,633314.31,37616.99,Home,742.0,3,142,74.52,2024-01-30,0
316,52.0,Female,North,Primary,Unemployed,251166.57,406959.18,Education,756.0,2,213,69.26,2017-10-28,0
317,21.0,Other,South,Post-Graduate,Salaried,495555.05,441335.72,Car,650.0,1,82,75.0,2020-01-26,0
318,60.0,Male,South,Post-Graduate,Salaried,485067.32,272564.75,Business,522.0,3,62,81.31,2025-06-25,1
319,55.0,Female,South,Post-Graduate,Unemployed,3607659.6,1948737.56,Education,684.0,3,32,91.73,2021-07-30,1
320,,Other,West,Secondary,,,328074.6,Car,,2,41,67.18,2024-09-06,0
321,31.0,Female,West,Secondary,Self-Employed,548712.94,229438.67,Other,682.0,1,132,11.68,2025-11-11,0
322,61.0,Female,West,Graduate,Self-Employed,625465.18,245024.84,Other,577.0,4,52,34.29,2017-02-27,1
323,40.0,Other,West,Secondary,Salaried,320868.89,485371.74,Other,667.0,4,147,73.83,2020-09-09,0
324,22.0,Male,East,Primary,Unemployed,462928.18,155436.16,Business,603.0,2,176,93.05,2024-04-26,1
325,55.0,Female,North,Primary,Self-Employed,978399.49,207995.88,Home,628.0,2,285,53.93,2026-01-28,0
326,40.0,Male,East,Post-Graduate,Unemployed,1025380.27,161721.03,Car,599.0,3,176,88.67,2019-12-05,1
327,30.0,Female,North,Secondary,Self-Employed,463329.98,259251.73,Education,813.0,2,153,31.33,2020-11-10,0
328,21.0,Male,West,Primary,Self-Employed,935115.26,592300.64,Other,635.0,2,277,83.62,2025-06-28,1
329,,Female,South,Post-Graduate,,,148953.08,Education,,1,267,59.94,2022-06-11,1
330,56.0,Male,North,Graduate,Salaried,726770.31,224486.84,Education,668.0,3,102,91.39,2024-06-14,1
331,45.0,Male,South,Primary,Self-Employed,789476.35,518866.07,Business,613.0,3,263,73.61,2025-10-31,0
332,63.0,Other,South,Post-Graduate,Self-Employed,774396.65,59180.24,Other,644.0,2,267,29.48,2019-06-08,0
333,53.0,Male,North,Primary,Self-Employed,276934.33,403456.17,Car,639.0,2,66,12.51,2022-11-14,0
334,53.0,Male,West,Primary,Self-Employed,665871.8,195209.27,Car,610.0,1,80,46.11,2016-11-30,0
335,62.0,Female,North,Primary,Salaried,454986.69,335910.68,Business,719.0,2,110,54.32,2016-05-27,0
336,63.0,Other,West,Primary,Salaried,718000.57,93593.66,Business,652.0,5,206,48.62,2019-02-05,1
337,42.0,Other,North,Secondary,Unemployed,863666.64,365412.29,Car,850.0,1,37,80.1,2018-01-03,1
338,44.0,Female,West,Primary,Unemployed,586776.0,369837.6,Education,787.0,1,154,14.77,2018-02-10,0
339,48.0,Male,West,Secondary,Unemployed,476719.29,516544.8,Home,579.0,1,152,76.85,2026-02-08,1
340,32.0,Other,East,Primary,Unemployed,803301.3,418555.78,Other,707.0,2,88,10.68,2023-09-30,0
341,25.0,Other,North,Post-Graduate,Self-Employed,624901.44,51036.66,Home,508.0,3,51,78.79,2022-10-19,1
342,55.0,Other,West,Graduate,Self-Employed,733208.33,128169.27,Home,570.0,3,156,16.6,2018-07-02,1
343,57.0,Female,North,Graduate,Salaried,677065.21,20000.0,Home,702.0,2,233,35.16,2019-11-15,0
344,22.0,Other,East,Secondary,Salaried,654457.97,539210.1,Education,628.0,2,266,10.17,2016-08-08,0
345,56.0,Other,East,Secondary,Unemployed,965434.53,324157.72,Business,709.0,2,141,40.11,2018-02-12,0
346,39.0,Other,West,Secondary,Salaried,140373.29,261773.72,Home,652.0,1,66,43.24,2024-08-23,0
347,,Other,West,Primary,,,181511.1,Car,,4,160,83.99,2020-07-07,1
348,59.0,Male,South,Primary,Self-Employed,609558.36,293669.79,Education,834.0,4,26,75.7,2018-07-18,1
349,29.0,Other,West,Post-Graduate,Self-Employed,525080.84,292469.31,Home,850.0,2,44,72.16,2022-09-04,0
350,49.0,Other,South,Graduate,Self-Employed,322008.24,486674.71,Home,690.0,3,252,55.18,2023-03-13,0
351,38.0,Other,East,Graduate,Salaried,683431.97,255358.36,Education,672.0,0,49,65.06,2018-02-11,0
352,60.0,Female,West,Post-Graduate,Self-Employed,855846.4,293576.49,Education,684.0,0,41,50.74,2026-01-06,0
353,60.0,Male,West,Post-Graduate,Self-Employed,448324.93,331692.55,Other,776.0,3,22,39.79,2025-01-21,0
354,29.0,Female,North,Post-Graduate,Salaried,477024.39,271984.21,Business,630.0,4,254,80.67,2019-08-30,1
355,49.0,Other,South,Graduate,Self-Employed,667133.5,526951.39,Home,791.0,3,230,62.74,2018-06-12,0
356,41.0,Male,East,Graduate,Self-Employed,703662.0,536705.63,Business,591.0,2,234,61.46,2020-10-17,1
357,36.0,Other,West,Secondary,Unemployed,796031.9,346588.69,Business,829.0,1,288,70.59,2020-09-16,0
358,30.0,Female,West,Primary,Unemployed,877482.4,205453.13,Education,599.0,1,113,83.83,2023-02-28,1
359,23.0,Other,West,Graduate,Unemployed,256906.35,304656.73,Home,697.0,4,258,64.12,2020-04-02,0
360,56.0,Male,West,Graduate,Unemployed,480165.78,86699.02,Car,768.0,1,129,28.59,2021-09-06,0
361,42.0,Male,South,Post-Graduate,Salaried,753506.41,379258.92,Car,707.0,3,276,49.44,2022-04-01,0
362,45.0,Male,South,Graduate,Self-Employed,593036.11,352447.51,Business,554.0,0,197,76.62,2021-04-27,1
363,32.0,Other,North,Secondary,Unemployed,767685.24,256161.04,Business,642.0,1,195,80.27,2025-01-25,1
364,55.0,Female,East,Post-Graduate,Salaried,761157.06,474209.82,Other,615.0,4,272,37.04,2024-03-11,0
365,44.0,Male,East,Post-Graduate,Self-Employed,590173.18,279825.48,Education,706.0,2,185,11.46,2025-09-09,0
366,55.0,Male,North,Primary,Unemployed,957841.7,500235.49,Car,730.0,0,226,53.49,2021-08-01,0
367,63.0,Female,West,Primary,Self-Employed,567953.63,398958.18,Education,547.0,0,48,74.32,2025-08-25,1
368,25.0,Other,West,Secondary,Unemployed,231240.7,174158.81,Education,712.0,3,202,62.57,2025-01-27,0
369,38.0,Other,West,Secondary,Salaried,4398072.05,1529589.4,Car,735.0,0,208,67.36,2024-04-06,0
370,21.0,Male,West,Secondary,Unemployed,999343.2,222091.05,Business,692.0,2,83,78.87,2024-03-01,1
371,,Male,East,Graduate,,,168027.85,Home,,2,131,12.12,2023-10-18,0
372,,Other,East,Graduate,,,20000.0,Car,,7,45,72.95,2022-05-01,1
373,36.0,Female,South,Primary,Salaried,483548.61,277374.34,Car,674.0,0,147,62.39,2022-01-03,0
374,29.0,Male,West,Primary,Self-Employed,487085.13,425134.26,Other,811.0,3,234,34.35,2020-01-29,0
375,32.0,Other,East,Post-Graduate,Unemployed,663291.31,423051.6,Car,677.0,1,295,39.54,2021-12-30,0
376,27.0,Other,North,Primary,Self-Employed,713685.23,351460.05,Business,704.0,1,30,77.1,2016-12-09,1
377,40.0,Other,West,Post-Graduate,Self-Employed,435099.43,194269.73,Other,541.0,0,71,47.27,2017-08-03,1
378,30.0,Male,South,Graduate,Unemployed,542272.44,290735.37,Home,718.0,2,112,29.76,2016-06-08,0
379,43.0,Female,West,Graduate,Salaried,407500.98,105582.5,Other,643.0,2,185,83.5,2024-11-24,1
380,44.0,Other,South,Secondary,Self-Employed,645356.66,427660.38,Other,800.0,1,285,52.97,2020-12-20,0
381,54.0,Male,North,Secondary,Self-Employed,243405.27,417204.33,Car,612.0,2,125,33.96,2021-11-29,0
382,52.0,Male,East,Secondary,Self-Employed,593835.68,560827.7,Other,654.0,4,186,57.82,2018-07-23,0
383,36.0,Female,North,Graduate,Salaried,530279.15,426773.7,Other,676.0,4,246,77.98,2017-05-08,1
384,33.0,Female,South,Graduate,Unemployed,248702.54,221075.65,Other,522.0,1,248,53.36,2019-05-04,1
385,50.0,Male,South,Secondary,Salaried,512200.95,702701.14,Other,581.0,3,139,25.75,2022-05-10,1
386,26.0,Other,East,Primary,Salaried,765180.85,295413.15,Home,773.0,3,266,58.56,2018-01-05,0
387,41.0,Male,East,Secondary,Unemployed,904489.79,223020.55,Business,622.0,3,146,28.74,2019-05-15,0
388,40.0,Other,North,Post-Graduate,Unemployed,542368.84,245902.81,Other,723.0,1,146,61.02,2024-06-27,0
389,28.0,Female,East,Post-Graduate,Salaried,270169.52,208807.73,Business,710.0,1,238,13.41,2021-01-07,0
390,37.0,Female,West,Primary,Unemployed,183678.83,201570.61,Home,621.0,4,21,74.64,2025-01-02,0
391,30.0,Male,West,Post-Graduate,Self-Employed,689934.19,325305.94,Business,796.0,3,135,66.95,2020-07-04,0
392,52.0,Male,East,Secondary,Self-Employed,381961.58,235064.88,Education,705.0,5,117,28.32,2021-08-01,1
393,51.0,Other,East,Post-Graduate,Salaried,662294.67,165976.01,Education,614.0,2,158,58.32,2022-08-05,0
394,28.0,Other,North,Graduate,Salaried,463435.24,190356.56,Business,740.0,4,211,46.64,2025-09-08,0
395,48.0,Male,East,Post-Graduate,Salaried,420291.9,411750.8,Car,664.0,4,166,26.35,2019-03-18,0
396,52.0,Male,North,Graduate,Self-Employed,583952.96,349701.25,Other,722.0,1,77,48.73,2018-12-09,0
397,21.0,Female,South,Secondary,Self-Employed,84825.37,386851.16,Other,791.0,1,203,47.64,2023-09-19,0
398,32.0,Other,East,Secondary,Salaried,524060.05,349314.05,Business,682.0,2,156,30.4,2017-04-13,0
399,46.0,Other,West,Post-Graduate,Self-Employed,379944.95,110952.86,Business,747.0,1,137,66.26,2018-02-22,0
400,36.0,Male,North,Post-Graduate,Unemployed,573690.76,102957.73,Business,748.0,1,214,74.35,2020-09-13,0
401,21.0,Male,South,Graduate,Salaried,551080.36,521808.54,Home,648.0,4,195,68.74,2024-06-16,0
402,35.0,Female,West,Post-Graduate,Self-Employed,743834.72,550524.39,Other,645.0,4,272,51.89,2023-11-21,0
403,23.0,Male,North,Post-Graduate,Salaried,297741.4,264249.27,Education,689.0,5,233,54.47,2025-04-11,1
404,25.0,Other,East,Post-Graduate,Self-Employed,347834.0,508881.79,Home,516.0,1,222,78.08,2019-03-12,1
405,28.0,Female,North,Secondary,Self-Employed,417114.36,262746.3,Other,566.0,5,109,77.11,2023-06-16,1
406,45.0,Female,North,Post-Graduate,Unemployed,710696.38,350126.46,Business,667.0,4,181,14.28,2023-05-19,0
407,55.0,Other,East,Primary,Salaried,496598.62,583153.15,Home,724.0,2,228,16.5,2024-05-11,0
408,34.0,Female,East,Graduate,Unemployed,266129.61,106925.46,Education,568.0,2,164,80.94,2018-08-20,1
409,25.0,Male,South,Post-Graduate,Unemployed,633229.66,425321.88,Home,655.0,3,182,11.42,2025-09-28,0
410,26.0,Male,North,Secondary,Unemployed,533571.54,328563.58,Education,715.0,1,24,36.5,2024-12-23,0
411,39.0,Female,West,Secondary,Unemployed,713377.18,152655.89,Other,684.0,1,63,19.89,2019-10-04,0
412,,Male,East,Graduate,,,454780.2,Business,,3,164,86.44,2016-12-13,1
413,36.0,Other,East,Graduate,Unemployed,999012.12,246489.22,Other,850.0,1,206,12.48,2023-04-24,0
414,35.0,Other,West,Graduate,Self-Employed,1088807.51,285991.97,Home,637.0,2,265,37.0,2025-07-07,0
415,54.0,Female,East,Primary,Self-Employed,688386.97,261610.42,Other,789.0,3,240,43.85,2022-03-02,0
416,38.0,Female,North,Post-Graduate,Self-Employed,957364.45,255210.49,Other,701.0,4,25,31.35,2024-05-25,0
417,37.0,Other,South,Primary,Unemployed,676403.59,58100.74,Business,719.0,2,125,10.54,2023-09-22,0
418,55.0,Male,West,Secondary,Unemployed,529855.83,140169.8,Car,775.0,1,233,79.74,2025-01-23,1
419,53.0,Male,North,Secondary,Salaried,567620.69,386978.59,Business,623.0,1,95,66.06,2023-09-02,0
420,43.0,Female,West,Secondary,Self-Employed,813888.91,34581.21,Car,630.0,1,144,28.93,2022-07-30,0
421,61.0,Female,West,Primary,Unemployed,309554.04,257529.17,Car,655.0,2,113,18.52,2020-04-05,0
422,22.0,Other,South,Graduate,Unemployed,297630.77,213119.98,Business,662.0,3,228,29.68,2021-11-29,0
423,64.0,Other,West,Graduate,Salaried,565150.7,410947.97,Business,527.0,0,163,10.96,2020-05-25,1
424,27.0,Other,East,Graduate,Unemployed,929575.58,135140.58,Education,615.0,3,98,33.08,2024-01-20,0
425,36.0,Other,West,Secondary,Salaried,609897.63,134211.54,Education,587.0,1,27,89.08,2021-12-01,1
426,57.0,Other,East,Secondary,Self-Employed,522773.12,83723.34,Education,748.0,1,90,14.36,2022-09-14,0
427,49.0,Other,South,Post-Graduate,Self-Employed,569681.13,565174.36,Business,720.0,1,184,74.61,2020-10-09,0
428,43.0,Female,East,Graduate,Salaried,1060725.76,231136.45,Other,624.0,2,49,43.31,2024-07-20,0
429,35.0,Other,West,Post-Graduate,Self-Employed,444133.91,411734.77,Car,578.0,0,57,30.45,2016-12-22,1
430,42.0,Female,North,Graduate,Unemployed,326640.85,377477.59,Home,757.0,2,145,55.49,2016-10-15,0
431,22.0,Female,West,Graduate,Unemployed,300802.84,434054.65,Business,751.0,2,206,44.95,2026-01-28,0
432,31.0,Male,South,Graduate,Unemployed,1057405.05,530961.11,Education,768.0,2,126,33.71,2021-05-26,0
433,23.0,Male,North,Secondary,Salaried,967395.63,344314.09,Home,733.0,2,190,91.92,2026-03-18,1
434,52.0,Other,South,Secondary,Salaried,418938.37,477524.05,Home,585.0,4,185,22.19,2021-05-26,1
435,40.0,Female,East,Post-Graduate,Salaried,782227.29,144410.14,Car,729.0,2,227,28.05,2024-11-06,0
436,32.0,Male,South,Post-Graduate,Unemployed,270932.49,201427.53,Business,707.0,2,31,38.22,2017-12-02,0
437,22.0,Female,South,Graduate,Self-Employed,619731.95,254454.22,Education,714.0,4,178,78.47,2016-06-26,1
438,54.0,Other,North,Primary,Unemployed,697116.6,543328.97,Other,836.0,1,165,20.84,2024-11-16,0
439,56.0,Male,North,Secondary,Self-Employed,556799.57,415788.02,Car,715.0,2,236,36.17,2016-08-06,0
440,,Male,West,Post-Graduate,,,495613.27,Education,,2,168,63.87,2016-06-18,0
441,64.0,Male,North,Graduate,Unemployed,458905.7,289336.11,Other,730.0,1,65,21.44,2016-07-01,0
442,35.0,Male,East,Graduate,Self-Employed,672488.11,288923.11,Other,743.0,3,275,76.28,2018-07-11,1
443,40.0,Other,West,Secondary,Unemployed,745988.75,20000.0,Business,786.0,3,91,18.07,2024-10-08,0
444,21.0,Female,South,Primary,Self-Employed,656648.0,180646.54,Car,665.0,0,39,59.53,2020-11-19,0
445,47.0,Other,West,Graduate,Unemployed,534726.48,20000.0,Car,670.0,3,207,20.91,2020-09-22,0
446,63.0,Male,East,Graduate,Unemployed,98305.33,328434.58,Car,600.0,2,294,72.07,2019-07-04,0
447,43.0,Male,West,Post-Graduate,Unemployed,485112.76,39283.25,Education,763.0,1,259,33.99,2019-09-20,0
448,32.0,Male,West,Primary,Salaried,687442.38,468278.68,Car,850.0,0,230,80.76,2025-11-22,1
449,48.0,Female,East,Secondary,Salaried,412324.49,293285.95,Education,674.0,2,249,65.5,2024-01-27,0
450,32.0,Female,South,Post-Graduate,Self-Employed,558948.97,538475.85,Education,725.0,2,173,75.49,2017-01-20,1
451,61.0,Female,North,Graduate,Unemployed,776519.73,263597.81,Education,597.0,3,30,41.45,2019-01-19,1
452,55.0,Other,South,Primary,Unemployed,907500.14,222090.54,Home,652.0,3,183,24.11,2019-08-31,0
453,58.0,Female,East,Secondary,Self-Employed,418803.25,788401.16,Other,605.0,3,83,48.88,2018-03-28,0
454,27.0,Other,East,Primary,Unemployed,540155.79,20000.0,Education,584.0,1,188,25.34,2021-11-21,1
455,63.0,Female,South,Secondary,Salaried,350795.67,309713.96,Business,647.0,1,23,72.42,2025-05-16,0
456,55.0,Male,West,Graduate,Self-Employed,782590.55,151250.93,Other,735.0,0,197,84.11,2020-05-28,1
457,36.0,Female,South,Secondary,Unemployed,517640.22,222877.12,Other,701.0,2,175,35.19,2019-07-01,0
458,50.0,Male,West,Graduate,Salaried,135055.11,459302.43,Other,693.0,2,58,52.71,2017-04-17,0
459,26.0,Male,North,Secondary,Unemployed,588534.69,175309.38,Other,767.0,3,106,37.68,2018-04-14,0
460,41.0,Male,South,Graduate,Unemployed,708376.37,365396.31,Business,477.0,5,174,39.06,2020-10-18,1
461,63.0,Male,South,Post-Graduate,Salaried,117155.78,430537.35,Other,656.0,0,293,60.95,2017-06-29,0
462,54.0,Female,North,Post-Graduate,Salaried,617215.5,542757.2,Other,659.0,3,229,32.48,2019-12-29,0
463,29.0,Female,West,Primary,Unemployed,663142.21,507679.81,Business,715.0,4,243,28.74,2017-07-24,0
464,23.0,Other,East,Primary,Self-Employed,875330.74,374863.47,Education,725.0,2,290,63.15,2026-04-13,0
465,40.0,Male,South,Primary,Salaried,470704.23,217775.05,Business,636.0,2,27,81.33,2023-05-14,1
466,33.0,Female,North,Primary,Salaried,566036.32,265277.25,Business,679.0,0,155,58.78,2022-12-05,0
467,46.0,Male,East,Post-Graduate,Salaried,471247.93,251646.22,Car,468.0,2,31,93.64,2019-06-01,1
468,63.0,Other,West,Graduate,Self-Employed,937875.73,417748.59,Business,769.0,1,153,68.17,2022-08-22,0
469,29.0,Female,West,Primary,Unemployed,534364.92,224795.19,Other,603.0,0,75,44.92,2019-04-08,0
470,59.0,Male,East,Primary,Salaried,725611.82,245803.42,Other,674.0,1,25,71.94,2025-06-18,0
471,31.0,Female,South,Secondary,Salaried,251542.24,215080.71,Home,729.0,3,133,63.36,2022-04-09,0
472,39.0,Female,West,Post-Graduate,Unemployed,860047.14,230661.41,Business,752.0,5,233,25.38,2025-04-13,1
473,55.0,Male,South,Post-Graduate,Self-Employed,905205.32,168483.93,Car,816.0,3,118,21.9,2025-10-27,0
474,28.0,Female,South,Primary,Salaried,163090.87,595271.45,Business,643.0,2,47,67.41,2020-08-29,0
475,59.0,Other,North,Secondary,Salaried,942024.62,124688.85,Home,469.0,2,244,65.75,2023-01-21,1
476,40.0,Male,North,Post-Graduate,Unemployed,469649.73,614376.53,Home,807.0,2,189,50.21,2024-08-31,0
477,40.0,Male,North,Post-Graduate,Self-Employed,339384.6,483963.32,Car,636.0,1,96,47.45,2022-11-07,0
478,58.0,Other,South,Primary,Salaried,980745.14,220281.82,Other,554.0,2,153,87.18,2018-04-25,1
479,44.0,Female,South,Graduate,Unemployed,532198.7,208301.58,Other,626.0,0,260,40.74,2023-03-29,0
480,45.0,Other,East,Secondary,Self-Employed,628237.01,443757.87,Car,684.0,1,145,59.05,2022-01-07,0
481,54.0,Other,South,Post-Graduate,Self-Employed,854897.95,78457.9,Education,715.0,1,61,25.37,2019-05-07,0
482,52.0,Male,South,Post-Graduate,Unemployed,905282.77,377613.27,Business,634.0,2,40,46.25,2025-06-23,0
483,60.0,Male,East,Post-Graduate,Unemployed,502820.88,359909.81,Education,753.0,2,34,42.93,2019-08-27,0
484,25.0,Other,West,Post-Graduate,Salaried,787341.49,460256.9,Education,728.0,1,118,57.38,2023-10-16,0
485,31.0,Female,South,Post-Graduate,Salaried,1175909.69,78083.37,Car,780.0,5,275,86.28,2019-04-10,1
486,22.0,Female,South,Post-Graduate,Salaried,886610.22,228920.27,Other,650.0,3,92,74.6,2016-12-14,0
487,25.0,Female,West,Secondary,Self-Employed,718817.87,329804.43,Car,777.0,0,176,35.79,2024-11-27,0
488,59.0,Female,South,Graduate,Unemployed,720149.68,414017.76,Home,764.0,2,149,92.04,2018-02-12,1
489,39.0,Female,East,Primary,Unemployed,947290.76,421663.25,Car,600.0,1,233,44.45,2020-02-22,0
490,58.0,Male,East,Post-Graduate,Unemployed,506258.98,423218.16,Other,683.0,4,289,25.54,2016-10-26,0
491,62.0,Other,North,Primary,Salaried,552460.51,308511.39,Other,692.0,2,99,78.75,2021-06-17,1
492,45.0,Other,South,Post-Graduate,Salaried,627580.28,417018.9,Education,686.0,4,153,68.02,2022-06-23,0
493,34.0,Female,North,Secondary,Salaried,638255.65,239521.61,Home,619.0,1,94,83.22,2018-02-10,1
494,27.0,Other,West,Secondary,Unemployed,402790.86,175217.81,Other,671.0,3,131,36.6,2019-02-22,0
495,21.0,Other,South,Post-Graduate,Salaried,700479.74,191705.5,Other,747.0,2,123,83.07,2023-03-22,1
